time,Downwelling Shortwave Irradiance (W m-2)
2017-08-21 10:59:17.182000128,2.9
2017-08-21 11:00:21.679000064,2.9
2017-08-21 11:00:54.455000064,2.9
2017-08-21 11:01:58.701000192,2.9
2017-08-21 11:03:02.947999744,3.0
2017-08-21 11:04:07.382000128,2.9
2017-08-21 11:05:11.658999808,2.9
2017-08-21 11:06:15.996000256,2.9
2017-08-21 11:07:21.124000256,2.9
2017-08-21 11:07:54.441999872,2.9
2017-08-21 11:08:58.673000448,2.8
2017-08-21 11:10:02.909999616,2.9
2017-08-21 11:11:07.227999744,2.9
2017-08-21 11:12:11.675000320,2.9
2017-08-21 11:13:15.911999488,2.9
2017-08-21 11:14:20.187999744,2.9
2017-08-21 11:14:55.475999744,2.9
2017-08-21 11:15:55.749000192,2.9
2017-08-21 11:17:00.464999936,2.8
2017-08-21 11:18:04.977000448,2.8
2017-08-21 11:19:09.208999936,2.8
2017-08-21 11:20:13.505999872,2.8
2017-08-21 11:21:17.763999744,2.7
2017-08-21 11:22:23.701999616,2.8
2017-08-21 11:22:55.933000192,2.8
2017-08-21 11:24:00.329999872,2.8
2017-08-21 11:25:04.727999488,2.8
2017-08-21 11:26:09.024000000,2.8
2017-08-21 11:27:13.540999680,2.8
2017-08-21 11:28:17.798999552,2.8
2017-08-21 11:29:22.295000064,2.8
2017-08-21 11:29:54.536999936,2.9
2017-08-21 11:30:58.805999616,3.0
2017-08-21 11:32:03.270000128,2.9
2017-08-21 11:33:08.658999808,2.9
2017-08-21 11:34:12.897000448,3.0
2017-08-21 11:35:17.423000576,3.0
2017-08-21 11:36:21.690999808,2.9
2017-08-21 11:36:54.430000128,3.0
2017-08-21 11:37:58.670000128,3.0
2017-08-21 11:39:03.125000192,3.1
2017-08-21 11:40:07.784000000,3.0
2017-08-21 11:41:12.288999936,3.1
2017-08-21 11:42:16.517000192,3.1
2017-08-21 11:43:20.756000256,3.1
2017-08-21 11:43:54.425999872,3.1
2017-08-21 11:44:58.767999488,3.0
2017-08-21 11:46:03.010999808,3.1
2017-08-21 11:47:07.248000000,3.1
2017-08-21 11:48:11.484999680,3.1
2017-08-21 11:49:15.952999936,3.2
2017-08-21 11:50:20.610999808,3.2
2017-08-21 11:50:54.423000576,3.3
2017-08-21 11:51:58.949999616,3.2
2017-08-21 11:53:03.187000320,3.3
2017-08-21 11:54:07.573000192,3.2
2017-08-21 11:55:11.941000192,3.3
2017-08-21 11:56:16.357000192,3.2
2017-08-21 11:57:20.593999872,3.2
2017-08-21 11:57:54.418999808,3.3
2017-08-21 11:58:58.708000256,3.3
2017-08-21 12:00:03.311000064,3.3
2017-08-21 12:01:07.577999872,3.2
2017-08-21 12:02:12.464999936,3.2
2017-08-21 12:03:16.694000128,3.2
2017-08-21 12:04:20.949999616,3.2
2017-08-21 12:04:55.231000064,3.2
2017-08-21 12:05:59.588999680,3.2
2017-08-21 12:07:03.817999872,3.3
2017-08-21 12:08:08.223000064,3.3
2017-08-21 12:09:12.680000512,3.3
2017-08-21 12:10:18.606000128,3.4
2017-08-21 12:11:22.845999616,3.2
2017-08-21 12:11:55.616999936,3.3
2017-08-21 12:12:59.864000512,3.2
2017-08-21 12:14:04.192000000,3.3
2017-08-21 12:15:08.888999936,3.2
2017-08-21 12:16:13.593999872,3.2
2017-08-21 12:17:17.822000128,3.3
2017-08-21 12:18:22.120000000,3.1
2017-08-21 12:18:54.406000128,3.1
2017-08-21 12:20:00.257999872,3.1
2017-08-21 12:21:04.495000064,3.1
2017-08-21 12:22:08.732999680,3.0
2017-08-21 12:23:12.970999808,3.1
2017-08-21 12:24:17.255000064,3.1
2017-08-21 12:25:22.392999424,3.1
2017-08-21 12:25:55.727000064,3.1
2017-08-21 12:26:59.963999744,3.1
2017-08-21 12:28:04.289999872,3.0
2017-08-21 12:29:08.711000064,3.1
2017-08-21 12:30:13.304000000,3.0
2017-08-21 12:31:18.099999744,3.1
2017-08-21 12:32:22.487000064,3.0
2017-08-21 12:32:54.610999808,3.0
2017-08-21 12:33:59.248000000,3.0
2017-08-21 12:35:04.815000064,3.0
2017-08-21 12:36:09.051000320,3.0
2017-08-21 12:37:13.442999808,2.9
2017-08-21 12:38:18.525000192,3.0
2017-08-21 12:39:22.763999744,3.2
2017-08-21 12:39:54.881999872,3.2
2017-08-21 12:41:00.311000064,3.2
2017-08-21 12:42:04.857000448,3.2
2017-08-21 12:43:09.095999488,3.2
2017-08-21 12:44:13.512999936,3.2
2017-08-21 12:45:17.741000192,3.2
2017-08-21 12:46:21.977999872,3.3
2017-08-21 12:46:54.385000448,3.2
2017-08-21 12:47:58.657999872,3.2
2017-08-21 12:49:02.885000192,3.3
2017-08-21 12:50:07.461000192,3.2
2017-08-21 12:51:11.790000128,3.3
2017-08-21 12:52:16.515000320,3.2
2017-08-21 12:53:20.757000192,3.2
2017-08-21 12:53:54.383000064,3.2
2017-08-21 12:54:58.621999616,3.2
2017-08-21 12:56:02.849999872,3.2
2017-08-21 12:57:07.566000128,3.3
2017-08-21 12:58:13.463000064,3.2
2017-08-21 12:59:17.689999872,3.3
2017-08-21 13:00:21.928000000,3.3
2017-08-21 13:00:54.366000128,3.3
2017-08-21 13:01:58.832999936,3.2
2017-08-21 13:03:03.283999744,3.3
2017-08-21 13:04:07.600999936,3.2
2017-08-21 13:05:11.984999424,3.2
2017-08-21 13:06:16.315999744,3.2
2017-08-21 13:07:20.562000384,3.1
2017-08-21 13:07:54.362999808,3.2
2017-08-21 13:08:55.683000320,3.2
2017-08-21 13:10:00.368999936,3.2
2017-08-21 13:11:04.606000128,3.3
2017-08-21 13:12:09.213000192,3.3
2017-08-21 13:13:14.050000384,3.3
2017-08-21 13:14:18.286999552,3.4
2017-08-21 13:15:22.845000192,3.5
2017-08-21 13:15:55.147000320,3.6
2017-08-21 13:16:59.394999808,3.6
2017-08-21 13:18:03.742000128,3.8
2017-08-21 13:19:09.609000448,3.8
2017-08-21 13:20:13.904999936,3.9
2017-08-21 13:21:18.451000320,4.1
2017-08-21 13:22:24.848000000,4.1
2017-08-21 13:22:56.975000064,4.3
2017-08-21 13:24:01.637000192,4.4
2017-08-21 13:25:06.176000000,4.5
2017-08-21 13:26:10.413000192,4.9
2017-08-21 13:27:14.680999936,4.9
2017-08-21 13:28:18.916999680,5.0
2017-08-21 13:28:54.350000128,5.1
2017-08-21 13:29:58.626999808,5.6
2017-08-21 13:31:02.883999744,5.9
2017-08-21 13:32:07.400000000,6.2
2017-08-21 13:33:12.927000064,6.5
2017-08-21 13:34:17.253999616,6.9
2017-08-21 13:35:21.621000192,7.2
2017-08-21 13:35:54.347000320,7.6
2017-08-21 13:36:58.650999808,8.5
2017-08-21 13:38:03.067999744,8.7
2017-08-21 13:39:07.454000128,8.6
2017-08-21 13:40:12.382000128,9.1
2017-08-21 13:41:16.617999872,9.4
2017-08-21 13:42:21.224999936,10.1
2017-08-21 13:42:54.347000320,10.3
2017-08-21 13:43:56.609000448,11.3
2017-08-21 13:45:01.183000064,11.9
2017-08-21 13:46:05.449999872,12.8
2017-08-21 13:47:09.687999488,12.7
2017-08-21 13:48:13.923999744,12.2
2017-08-21 13:49:18.461000192,12.1
2017-08-21 13:50:23.800000000,11.7
2017-08-21 13:50:55.920999936,12.3
2017-08-21 13:52:00.498000384,12.9
2017-08-21 13:53:04.736000000,13.3
2017-08-21 13:54:11.220999680,14.3
2017-08-21 13:55:15.688999936,14.5
2017-08-21 13:56:19.926000128,16.4
2017-08-21 13:56:54.355999744,17.6
2017-08-21 13:57:54.606000128,17.2
2017-08-21 13:58:58.864000512,18.1
2017-08-21 14:00:03.248999936,20.2
2017-08-21 14:01:09.046000128,23.1
2017-08-21 14:02:13.755000320,29.0
2017-08-21 14:03:18.489999872,27.4
2017-08-21 14:04:24.045000192,27.2
2017-08-21 14:04:56.289999872,27.8
2017-08-21 14:06:00.663000064,26.0
2017-08-21 14:07:04.904999936,26.1
2017-08-21 14:08:09.493000192,28.1
2017-08-21 14:09:13.728999936,25.7
2017-08-21 14:10:18.244999680,26.1
2017-08-21 14:11:24.161999872,27.8
2017-08-21 14:11:56.295000064,30.0
2017-08-21 14:13:00.551000064,30.6
2017-08-21 14:14:04.852000256,31.3
2017-08-21 14:15:09.736999936,34.2
2017-08-21 14:16:14.404999680,36.1
2017-08-21 14:17:18.676000256,34.0
2017-08-21 14:18:23.366000128,32.1
2017-08-21 14:18:55.515999744,31.7
2017-08-21 14:19:59.748000256,32.8
2017-08-21 14:21:04.073999872,32.7
2017-08-21 14:22:08.560999936,33.3
2017-08-21 14:23:12.798999552,34.6
2017-08-21 14:24:17.482999808,35.5
2017-08-21 14:25:22.311000064,40.5
2017-08-21 14:25:54.434999808,41.5
2017-08-21 14:26:58.692999680,39.5
2017-08-21 14:28:03.096999936,40.0
2017-08-21 14:29:07.606000128,37.8
2017-08-21 14:30:12.343000064,38.9
2017-08-21 14:31:16.630000128,43.1
2017-08-21 14:32:21.056000000,46.6
2017-08-21 14:32:54.314999808,50.4
2017-08-21 14:33:59.033999872,47.3
2017-08-21 14:35:03.364000256,47.4
2017-08-21 14:36:09.350000128,50.4
2017-08-21 14:37:13.639000064,52.0
2017-08-21 14:38:18.224000000,48.6
2017-08-21 14:39:22.650999808,49.5
2017-08-21 14:39:54.776000000,56.0
2017-08-21 14:40:59.286999552,54.6
2017-08-21 14:42:03.670000128,46.8
2017-08-21 14:43:08.016000000,46.5
2017-08-21 14:44:13.651999744,50.0
2017-08-21 14:45:17.948999680,58.4
2017-08-21 14:45:54.303000064,58.9
2017-08-21 14:46:54.639000064,59.8
2017-08-21 14:47:58.979000320,65.5
2017-08-21 14:49:03.272999936,68.0
2017-08-21 14:50:08.196000256,71.1
2017-08-21 14:51:12.527000064,66.9
2017-08-21 14:52:16.784999936,69.7
2017-08-21 14:53:21.038000128,75.8
2017-08-21 14:53:54.296999936,87.0
2017-08-21 14:54:58.640999936,84.9
2017-08-21 14:56:03.537999872,74.6
2017-08-21 14:57:07.786000384,72.4
2017-08-21 14:58:12.041999872,73.1
2017-08-21 14:59:16.319000064,74.6
2017-08-21 15:00:20.593999872,85.4
2017-08-21 15:00:54.289999872,89.3
2017-08-21 15:01:58.585999872,91.8
2017-08-21 15:03:02.824000000,89.8
2017-08-21 15:04:07.609999872,82.4
2017-08-21 15:05:12.366000128,83.7
2017-08-21 15:06:19.048000512,83.8
2017-08-21 15:07:23.270000128,86.9
2017-08-21 15:07:55.383000064,84.5
2017-08-21 15:09:00.069999616,87.7
2017-08-21 15:10:04.576999424,83.0
2017-08-21 15:11:08.845000192,84.7
2017-08-21 15:12:13.562000384,92.4
2017-08-21 15:13:17.801999872,94.2
2017-08-21 15:14:22.272999936,98.8
2017-08-21 15:14:55.311000064,93.5
2017-08-21 15:15:59.697999872,90.9
2017-08-21 15:17:05.691999744,87.9
2017-08-21 15:18:10.720000512,86.5
2017-08-21 15:19:15.055000064,88.5
2017-08-21 15:20:19.682000384,90.7
2017-08-21 15:20:54.278000128,90.7
2017-08-21 15:21:54.503000064,89.9
2017-08-21 15:22:58.739999744,85.5
2017-08-21 15:24:03.404999680,87.7
2017-08-21 15:25:08.373000192,90.7
2017-08-21 15:26:12.640999936,98.7
2017-08-21 15:27:19.390000128,110.8
2017-08-21 15:27:54.275000320,142.1
2017-08-21 15:28:58.506999808,141.1
2017-08-21 15:30:02.776999936,145.5
2017-08-21 15:31:07.091000320,147.5
2017-08-21 15:32:11.728999936,160.4
2017-08-21 15:33:15.966000128,163.3
2017-08-21 15:34:20.611999744,154.1
2017-08-21 15:34:55.319000064,143.5
2017-08-21 15:35:55.541999616,137.0
2017-08-21 15:36:59.798000128,136.2
2017-08-21 15:38:04.907000320,130.2
2017-08-21 15:39:10.390999552,131.4
2017-08-21 15:40:14.630000128,136.9
2017-08-21 15:41:19.378000384,133.9
2017-08-21 15:41:54.260999680,127.5
2017-08-21 15:42:54.506999808,130.4
2017-08-21 15:43:58.786999808,135.6
2017-08-21 15:45:03.271000064,133.4
2017-08-21 15:46:07.668000256,151.7
2017-08-21 15:47:11.915999744,158.6
2017-08-21 15:48:17.581999616,167.9
2017-08-21 15:49:22.466999808,164.7
2017-08-21 15:49:54.597000192,163.8
2017-08-21 15:50:58.878999552,161.6
2017-08-21 15:52:03.355999744,172.4
2017-08-21 15:53:07.712000000,188.2
2017-08-21 15:54:12.390000128,209.6
2017-08-21 15:55:16.616999936,216.9
2017-08-21 15:56:20.854000128,170.9
2017-08-21 15:56:54.277000192,169.3
2017-08-21 15:57:58.524000256,166.0
2017-08-21 15:59:03.816999936,160.3
2017-08-21 16:00:08.496999936,166.2
2017-08-21 16:01:14.414000128,175.6
2017-08-21 16:02:18.828000256,168.4
2017-08-21 16:02:54.256999936,163.7
2017-08-21 16:03:54.633999872,157.0
2017-08-21 16:04:58.918999552,162.4
2017-08-21 16:06:03.369999872,193.8
2017-08-21 16:07:08.361999872,209.3
2017-08-21 16:08:12.659999744,181.0
2017-08-21 16:09:17.046000128,170.7
2017-08-21 16:10:21.652999680,159.6
2017-08-21 16:10:54.248999936,175.6
2017-08-21 16:11:58.534000128,185.9
2017-08-21 16:13:02.800999936,190.9
2017-08-21 16:14:07.128000512,222.0
2017-08-21 16:15:11.414000128,196.6
2017-08-21 16:16:15.772000256,154.6
2017-08-21 16:17:20.008000000,150.4
2017-08-21 16:17:54.237000192,169.3
2017-08-21 16:18:58.551000064,171.8
2017-08-21 16:20:04.635000320,166.1
2017-08-21 16:21:08.862000128,144.3
2017-08-21 16:22:14.477999616,141.2
2017-08-21 16:23:18.709000192,142.8
2017-08-21 16:24:23.041999872,151.7
2017-08-21 16:24:55.265000448,170.7
2017-08-21 16:25:59.829000192,178.2
2017-08-21 16:27:04.499000320,150.0
2017-08-21 16:28:08.727000064,133.7
2017-08-21 16:29:13.333000192,131.8
2017-08-21 16:30:18.819999744,134.3
2017-08-21 16:31:23.237000192,142.5
2017-08-21 16:31:55.350000128,135.1
2017-08-21 16:33:00.887000064,125.9
2017-08-21 16:34:06.624999936,123.8
2017-08-21 16:35:12.699999744,124.6
2017-08-21 16:36:16.947999744,119.5
2017-08-21 16:37:21.264000000,127.1
2017-08-21 16:37:54.220999680,146.0
2017-08-21 16:38:59.243999744,143.6
2017-08-21 16:40:03.956999680,152.1
2017-08-21 16:41:09.043999744,150.5
2017-08-21 16:42:13.584999936,125.7
2017-08-21 16:43:17.823000064,124.4
2017-08-21 16:43:54.220999680,129.6
2017-08-21 16:44:55.210999808,124.1
2017-08-21 16:45:59.468999680,113.5
2017-08-21 16:47:03.866000384,115.7
2017-08-21 16:48:08.573000192,109.3
2017-08-21 16:49:12.821000192,120.0
2017-08-21 16:50:17.197000192,128.3
2017-08-21 16:51:21.984000000,104.3
2017-08-21 16:51:54.496999936,107.1
2017-08-21 16:52:58.734999552,99.6
2017-08-21 16:54:03.298999808,95.8
2017-08-21 16:55:08.448000000,86.7
2017-08-21 16:56:12.717000192,81.7
2017-08-21 16:57:17.421000192,84.8
2017-08-21 16:58:21.698999808,71.0
2017-08-21 16:58:54.211999744,65.7
2017-08-21 16:59:58.479000064,62.2
2017-08-21 17:01:03.025999872,55.4
2017-08-21 17:02:07.369999872,50.7
2017-08-21 17:03:12.426999808,48.3
2017-08-21 17:04:16.666999808,44.1
2017-08-21 17:05:21.242999808,39.6
2017-08-21 17:05:54.196000256,34.2
2017-08-21 17:06:58.937999872,29.9
2017-08-21 17:08:03.539999744,26.7
2017-08-21 17:09:07.823000064,22.6
2017-08-21 17:10:12.191000064,19.2
2017-08-21 17:11:16.451000320,15.5
2017-08-21 17:12:20.720000512,11.8
2017-08-21 17:12:54.197000192,8.6
2017-08-21 17:13:58.467999744,5.8
2017-08-21 17:15:02.712000000,3.8
2017-08-21 17:16:06.953999872,2.9
2017-08-21 17:17:11.359000064,3.3
2017-08-21 17:18:15.625999872,5.0
2017-08-21 17:19:19.873999872,8.1
2017-08-21 17:19:54.196000256,11.1
2017-08-21 17:20:54.495000064,15.2
2017-08-21 17:22:00.340000256,20.2
2017-08-21 17:23:05.024999936,23.4
2017-08-21 17:24:09.493000192,29.1
2017-08-21 17:25:13.772999680,32.3
2017-08-21 17:26:17.998000128,38.8
2017-08-21 17:27:22.265000448,43.8
2017-08-21 17:27:54.380000256,48.6
2017-08-21 17:28:58.616000000,51.4
2017-08-21 17:30:02.892999680,55.4
2017-08-21 17:31:07.720000512,63.8
2017-08-21 17:32:12.276000256,69.8
2017-08-21 17:33:16.861000192,71.9
2017-08-21 17:34:21.520000000,75.4
2017-08-21 17:34:55.229000192,81.1
2017-08-21 17:35:59.808000000,87.6
2017-08-21 17:37:04.477000192,95.8
2017-08-21 17:38:08.715000320,103.6
2017-08-21 17:39:14.621000192,107.8
2017-08-21 17:40:18.869000192,112.7
2017-08-21 17:41:23.173999616,123.1
2017-08-21 17:41:55.378000384,126.3
2017-08-21 17:42:59.654999552,132.5
2017-08-21 17:44:03.882999808,139.1
2017-08-21 17:45:08.338999808,143.5
2017-08-21 17:46:13.156000256,140.7
2017-08-21 17:47:17.442999808,163.9
2017-08-21 17:48:21.680999936,167.3
2017-08-21 17:48:54.246999552,184.0
2017-08-21 17:49:59.920000000,174.0
2017-08-21 17:51:04.607000576,174.6
2017-08-21 17:52:08.899000320,173.9
2017-08-21 17:53:14.220000256,184.8
2017-08-21 17:54:18.447000064,187.7
2017-08-21 17:55:22.685999616,199.6
2017-08-21 17:55:54.798000128,191.1
2017-08-21 17:56:59.656000000,189.9
2017-08-21 17:58:03.881999872,209.1
2017-08-21 17:59:08.458000384,235.9
2017-08-21 18:00:12.765000192,261.8
2017-08-21 18:01:17.232000512,261.4
2017-08-21 18:02:21.489000448,277.5
2017-08-21 18:02:54.163000320,278.8
2017-08-21 18:03:56.579999744,283.1
2017-08-21 18:05:01.256999936,284.1
2017-08-21 18:06:05.494000128,296.3
2017-08-21 18:07:09.730999808,301.1
2017-08-21 18:08:14.248000000,306.7
2017-08-21 18:09:18.605000192,305.5
2017-08-21 18:10:22.832000000,322.6
2017-08-21 18:10:55.024999936,320.3
2017-08-21 18:11:59.862000128,323.0
2017-08-21 18:13:04.519000064,329.2
2017-08-21 18:14:10.404999680,337.8
2017-08-21 18:15:14.633999872,353.9
2017-08-21 18:16:19.208999936,358.8
2017-08-21 18:16:54.154000384,360.2
2017-08-21 18:17:54.720999936,370.5
2017-08-21 18:18:59.338000384,373.0
2017-08-21 18:20:03.574000128,367.8
2017-08-21 18:21:07.840999936,363.5
2017-08-21 18:22:13.198000128,379.0
2017-08-21 18:23:17.716000256,369.3
2017-08-21 18:24:22.536999936,392.8
2017-08-21 18:24:55.182000128,394.5
2017-08-21 18:25:59.611999744,414.9
2017-08-21 18:27:03.848999936,427.3
2017-08-21 18:28:08.536000000,441.4
2017-08-21 18:29:12.762999808,435.4
2017-08-21 18:30:17.319000064,381.7
2017-08-21 18:31:21.595999744,401.7
2017-08-21 18:31:54.147999744,410.0
2017-08-21 18:32:59.666999808,443.4
2017-08-21 18:34:06.102999552,427.3
2017-08-21 18:35:12.215000064,464.3
2017-08-21 18:36:16.588000256,464.3
2017-08-21 18:37:21.293000192,434.4
2017-08-21 18:37:54.466999808,437.9
2017-08-21 18:38:59.282999808,434.2
2017-08-21 18:40:03.784999936,446.3
2017-08-21 18:41:08.416999936,471.4
2017-08-21 18:42:12.685000192,425.0
2017-08-21 18:43:17.600999936,425.0
2017-08-21 18:44:21.859999744,418.0
2017-08-21 18:44:54.963000320,421.3
2017-08-21 18:45:59.608000000,419.4
2017-08-21 18:47:03.835999744,412.2
2017-08-21 18:48:08.072000000,421.5
2017-08-21 18:49:12.687999488,454.1
2017-08-21 18:50:16.916999680,429.8
2017-08-21 18:51:21.152999936,417.1
2017-08-21 18:51:54.131999744,422.2
2017-08-21 18:52:58.543000064,446.4
2017-08-21 18:54:02.772000256,458.8
2017-08-21 18:55:07.336999936,466.8
2017-08-21 18:56:12.322999808,451.0
2017-08-21 18:57:16.560999936,432.5
2017-08-21 18:58:20.960999936,419.9
2017-08-21 18:58:54.128999936,411.7
2017-08-21 18:59:58.388000256,409.9
2017-08-21 19:01:02.751000064,408.0
2017-08-21 19:02:07.341000192,408.5
2017-08-21 19:03:11.658999808,422.2
2017-08-21 19:04:15.887000064,425.7
2017-08-21 19:05:20.552000000,433.5
2017-08-21 19:05:54.121999872,433.5
2017-08-21 19:06:58.451999744,448.0
2017-08-21 19:08:02.859999744,472.2
2017-08-21 19:09:07.095999488,461.9
2017-08-21 19:10:11.383000064,475.3
2017-08-21 19:11:15.670000128,497.0
2017-08-21 19:12:19.907999744,470.7
2017-08-21 19:12:54.114000384,481.5
2017-08-21 19:13:54.708000256,461.5
2017-08-21 19:14:59.006000128,435.4
2017-08-21 19:16:03.392000000,432.9
2017-08-21 19:17:07.631000064,423.4
2017-08-21 19:18:11.868000256,446.1
2017-08-21 19:19:16.533000192,464.0
2017-08-21 19:20:21.258999808,502.0
2017-08-21 19:20:54.109999616,505.4
2017-08-21 19:21:58.560000000,500.3
2017-08-21 19:23:02.798000128,489.6
2017-08-21 19:24:07.054000128,486.9
2017-08-21 19:25:11.784000000,488.2
2017-08-21 19:26:16.017000448,464.3
2017-08-21 19:27:20.353999872,455.6
2017-08-21 19:27:54.107999744,437.7
2017-08-21 19:28:58.635000320,451.8
2017-08-21 19:30:02.926000128,457.8
2017-08-21 19:31:07.308000256,474.4
2017-08-21 19:32:11.545999872,442.5
2017-08-21 19:33:15.784000000,449.0
2017-08-21 19:34:20.499000320,428.3
2017-08-21 19:34:55.149000192,435.2
2017-08-21 19:35:55.460000256,462.4
2017-08-21 19:36:59.967000064,450.3
2017-08-21 19:38:04.593999872,492.4
2017-08-21 19:39:08.831000576,487.5
2017-08-21 19:40:13.986999808,471.3
2017-08-21 19:41:18.344000000,485.0
2017-08-21 19:42:22.857999872,472.0
2017-08-21 19:42:55.264000000,472.3
2017-08-21 19:43:59.501999616,491.6
2017-08-21 19:45:03.728999936,484.0
2017-08-21 19:46:07.966000128,489.2
2017-08-21 19:47:12.220000256,490.1
2017-08-21 19:48:16.750000128,493.9
2017-08-21 19:49:20.986999808,524.7
2017-08-21 19:49:54.095999488,533.8
2017-08-21 19:50:58.397000192,529.3
2017-08-21 19:52:02.664000000,531.1
2017-08-21 19:53:07.114000384,523.9
2017-08-21 19:54:12.048000512,524.5
2017-08-21 19:55:16.652999680,528.1
2017-08-21 19:56:20.892000256,539.1
2017-08-21 19:56:54.111000064,552.6
2017-08-21 19:57:58.421000192,549.6
2017-08-21 19:59:03.376999936,566.2
2017-08-21 20:00:07.614999552,571.4
2017-08-21 20:01:11.852999680,539.0
2017-08-21 20:02:16.559000064,517.4
2017-08-21 20:03:20.796000256,532.5
2017-08-21 20:03:54.080000000,524.9
2017-08-21 20:04:58.326000128,520.9
2017-08-21 20:06:02.652999680,527.1
2017-08-21 20:07:06.897000448,518.6
2017-08-21 20:08:11.392000000,555.9
2017-08-21 20:09:16.336000000,589.4
2017-08-21 20:10:20.571000320,597.1
2017-08-21 20:10:54.072999936,574.4
2017-08-21 20:11:58.341000192,568.0
2017-08-21 20:13:02.959000064,577.7
2017-08-21 20:14:07.434999808,541.9
2017-08-21 20:15:11.672000000,544.1
2017-08-21 20:16:15.932000256,544.5
2017-08-21 20:17:20.654999552,568.3
2017-08-21 20:17:54.072000000,579.1
2017-08-21 20:18:58.555999744,566.1
2017-08-21 20:20:02.824000000,554.3
2017-08-21 20:21:07.647000064,562.5
2017-08-21 20:22:11.916999680,567.0
2017-08-21 20:23:16.253000192,609.2
2017-08-21 20:24:20.741000192,579.2
2017-08-21 20:24:55.528000000,565.7
2017-08-21 20:25:55.772000256,600.2
2017-08-21 20:26:59.998000128,570.4
2017-08-21 20:28:04.434999808,584.2
2017-08-21 20:29:08.701999616,580.9
2017-08-21 20:30:13.288000000,560.2
2017-08-21 20:31:17.566000128,569.8
2017-08-21 20:32:21.793999872,604.1
2017-08-21 20:32:54.066999808,616.9
2017-08-21 20:33:56.866000384,636.2
2017-08-21 20:35:01.319999488,629.8
2017-08-21 20:36:06.237000192,643.2
2017-08-21 20:37:12.423000576,585.1
2017-08-21 20:38:16.661999616,613.1
2017-08-21 20:39:20.888999936,611.6
2017-08-21 20:39:54.054000128,616.8
2017-08-21 20:40:58.376999936,588.5
2017-08-21 20:42:02.907000320,595.3
2017-08-21 20:43:07.311000064,602.6
2017-08-21 20:44:11.548999680,613.3
2017-08-21 20:45:16.183000064,642.9
2017-08-21 20:46:20.842999808,582.1
2017-08-21 20:46:54.057999872,635.1
2017-08-21 20:47:58.623000064,580.6
2017-08-21 20:49:02.859999744,663.0
2017-08-21 20:50:07.176000000,646.3
2017-08-21 20:51:11.673999872,745.0
2017-08-21 20:52:15.932000256,738.3
2017-08-21 20:53:20.776999936,667.2
2017-08-21 20:53:54.051000320,710.0
2017-08-21 20:54:58.506999808,739.0
2017-08-21 20:56:02.744000000,740.6
2017-08-21 20:57:07.031000064,711.9
2017-08-21 20:58:11.657999872,693.7
2017-08-21 20:59:15.896000000,614.6
2017-08-21 21:00:20.611999744,617.8
2017-08-21 21:00:54.041999872,600.0
2017-08-21 21:01:58.472000000,635.3
2017-08-21 21:03:02.728999936,595.1
2017-08-21 21:04:07.354999808,616.8
2017-08-21 21:05:11.652999680,669.9
2017-08-21 21:06:15.949999616,665.0
2017-08-21 21:07:20.176999936,620.4
2017-08-21 21:07:54.029000192,692.6
2017-08-21 21:08:58.307000320,626.2
2017-08-21 21:10:02.616000000,642.1
2017-08-21 21:11:06.952999936,741.1
2017-08-21 21:12:11.466999808,649.8
2017-08-21 21:13:15.784999936,691.8
2017-08-21 21:14:20.052000256,647.6
2017-08-21 21:14:55.064000000,654.3
2017-08-21 21:15:55.373000192,709.5
2017-08-21 21:16:59.648999936,759.8
2017-08-21 21:18:04.585999872,661.3
2017-08-21 21:19:09.152999936,654.9
2017-08-21 21:20:13.408999936,653.8
2017-08-21 21:21:17.836999680,656.4
2017-08-21 21:22:22.093999616,696.1
2017-08-21 21:22:54.208000000,634.4
2017-08-21 21:23:58.553999872,640.2
2017-08-21 21:25:02.781000192,616.4
2017-08-21 21:26:07.635000320,643.4
2017-08-21 21:27:11.875999744,627.2
2017-08-21 21:28:16.102000128,613.1
2017-08-21 21:29:20.508999680,684.0
2017-08-21 21:29:54.027999744,638.8
2017-08-21 21:30:58.859999744,574.3
2017-08-21 21:32:03.085000192,589.1
2017-08-21 21:33:08.161999872,598.0
2017-08-21 21:34:12.479000064,597.9
2017-08-21 21:35:16.717000192,639.6
2017-08-21 21:36:21.194000384,611.3
2017-08-21 21:36:54.015000576,598.2
2017-08-21 21:37:58.463000064,628.7
2017-08-21 21:39:02.692999680,591.3
2017-08-21 21:40:07.017000448,607.8
2017-08-21 21:41:11.314000384,695.8
2017-08-21 21:42:15.610999808,613.0
2017-08-21 21:43:19.859000320,616.1
2017-08-21 21:43:54.012000256,604.9
2017-08-21 21:44:59.057999872,734.1
2017-08-21 21:46:03.495000064,601.8
2017-08-21 21:47:07.732000256,619.7
2017-08-21 21:48:11.981000192,541.9
2017-08-21 21:49:16.275000320,570.6
2017-08-21 21:50:20.753000448,617.5
2017-08-21 21:50:54.008999936,660.5
2017-08-21 21:51:58.574000128,605.0
2017-08-21 21:53:02.800000000,666.0
2017-08-21 21:54:07.147000320,582.0
2017-08-21 21:55:11.763999744,589.0
2017-08-21 21:56:16.000999936,577.2
2017-08-21 21:57:20.387000320,601.3
2017-08-21 21:57:54.006000128,548.6
2017-08-21 21:58:59.008000000,613.7
2017-08-21 22:00:03.584000000,617.4
2017-08-21 22:01:07.832000000,540.7
2017-08-21 22:02:12.548000256,574.4
2017-08-21 22:03:16.920999936,576.1
